data,label,CCT_xc_distance,CCT_xc_count5,CCT_xc_count7,CCT_x4_distance,CCT_x4_count5,CCT_x4_count7,r50_xc_distance,r50_xc_count5,r50_xc_count7,r50_xc_xs5,r50_xc_xs3,r50_x4_distance,r50_x4_count5,r50_x4_count7
chest_hosp/train/1/CX-1-3670.jpeg_001,1,0.008651308300070548,4,5,0.49871231773828106,4,6,2.9806060574566473e-05,5,7,5,3,0.10831238481152516,5,7
chest_hosp/train/1/CX-1-3671.jpeg_000,0,0.5140893364604766,0,0,0.450355593188525,0,0,1.9876241599454616,0,0,0,0,0.2304603454528824,0,0
chest_hosp/train/1/CX-1-3671.jpeg_001,1,8.275262070589484e-05,5,7,0.291997760461987,5,7,0.0014489497744260005,5,7,5,3,0.13993215869584175,5,7
chest_hosp/train/1/CX-1-3672.jpeg_000,0,0.5224659366475553,0,0,0.4811235159678632,0,0,1.9975107501721476,0,0,0,0,0.2670315822986866,0,0
chest_hosp/train/1/CX-1-3672.jpeg_001,1,0.00025140369492859804,5,7,0.11038645139947822,5,7,0.0005470139794301332,5,7,5,3,0.08417210098725758,5,7
chest_hosp/train/1/CX-1-3673.jpeg_000,0,0.37124643903811083,2,3,0.6719641619145592,0,0,1.9970141688827523,0,0,0,0,0.2222752488398706,0,0
chest_hosp/train/1/CX-1-3673.jpeg_001,1,0.0127217012979981,3,4,0.3917910804813719,5,7,0.0003472718110449913,5,7,5,3,0.13208892658965088,5,7
chest_hosp/train/1/CX-1-3674.jpeg_000,0,0.5296362541843235,0,0,0.7495799976229172,0,0,1.9919271210160536,0,0,0,0,0.2492495953083408,0,0
chest_hosp/train/1/CX-1-3674.jpeg_001,1,0.0004671299679709362,5,7,0.07525050729898008,5,7,0.0002761326677528375,5,7,5,3,0.02820971288194396,5,7
chest_hosp/train/1/CX-1-3675.jpeg_000,0,0.49269455142692264,1,1,0.8816411278335674,0,0,1.9907835897271664,0,0,0,0,0.22991510297471995,0,0
chest_hosp/train/1/CX-1-3675.jpeg_001,1,6.944639503758676e-05,4,6,0.34437385919047037,5,7,0.000519060686955175,5,7,5,3,0.042399287536382446,5,7
chest_hosp/train/1/CX-1-3676.jpeg_000,0,0.4834326644818955,1,1,0.6661154281508692,0,0,1.9974111287482792,0,0,0,0,0.286541994095324,0,0
chest_hosp/train/1/CX-1-3676.jpeg_001,1,0.00025463149336690805,4,6,0.13248273226624463,5,7,0.000501726950115633,5,7,5,3,0.06866996821382254,5,7
chest_hosp/train/1/CX-1-3677.jpeg_000,0,0.5056877426226809,1,1,0.7588969444177665,0,0,1.9931961891186432,0,0,0,0,0.2303404740369429,0,0
chest_hosp/train/1/CX-1-3677.jpeg_001,1,5.204449820106483e-06,4,6,0.2515934112523882,5,7,8.537493672422514e-05,5,7,5,3,0.023575852452701884,5,7
chest_hosp/train/1/CX-1-3678.jpeg_000,0,0.5054938319067617,1,1,0.8530998178728771,0,0,1.9936454812454703,0,0,0,0,0.23203146029905697,0,0
chest_hosp/train/1/CX-1-3678.jpeg_001,1,4.509603307001342e-06,4,6,0.16408746035757305,5,7,4.180077562165874e-05,5,7,5,3,0.01769063098137591,5,7
chest_hosp/train/1/CX-1-3679.jpeg_000,0,0.4569942302469464,1,1,0.5926390733906568,0,0,1.9940185703039741,0,0,0,0,0.22679140565896883,0,0
chest_hosp/train/1/CX-1-3679.jpeg_001,1,0.0014437891027048178,4,6,0.3038282886554724,5,7,1.66967494127368e-05,5,7,5,3,0.05132697311217549,5,7
chest_hosp/train/1/CX-1-3680.jpeg_000,0,0.5145311409852056,1,1,0.7955641426340629,0,0,1.998429334071077,0,0,0,0,0.3351925350420114,0,0
chest_hosp/train/1/CX-1-3680.jpeg_001,1,8.938238674904841e-05,4,6,0.4258467382003671,5,7,0.0011324665521942334,5,7,5,3,0.15100670086132417,5,7
chest_hosp/train/1/CX-1-3681.jpeg_000,0,0.4999328894787076,0,0,0.7448319785896838,0,0,1.9916482139755822,0,0,0,0,0.22844991477060494,0,0
chest_hosp/train/1/CX-1-3681.jpeg_001,1,5.8020877514719515e-06,5,7,0.10400315972477503,5,7,0.0003297564637457784,5,7,5,3,0.014602906718825581,5,7
chest_hosp/train/1/CX-1-3682.jpeg_000,0,0.5263510103522627,1,1,0.7038401668602243,0,0,1.9935910456987551,0,0,0,0,0.23247600095049936,0,0
chest_hosp/train/1/CX-1-3682.jpeg_001,1,0.000360181244600688,4,6,0.06841326973895145,5,7,4.632983733809937e-05,5,7,5,3,0.011748411951793103,5,7
chest_hosp/train/1/CX-1-3683.jpeg_000,0,0.5067123466837388,0,0,0.7775135946329768,0,0,1.9977679100757542,0,0,0,0,0.29252327355836005,0,0
chest_hosp/train/1/CX-1-3683.jpeg_001,1,9.700080135455202e-06,5,7,0.43810611703588287,5,7,0.0006779186863373754,5,7,5,3,0.12634031263059642,5,7
chest_hosp/train/1/CX-1-3684.jpeg_000,0,0.4848305585557554,0,0,0.6458578507145015,0,0,1.991392063569454,0,0,0,0,0.2474450531281981,0,0
chest_hosp/train/1/CX-1-3684.jpeg_001,1,0.00021914070064177338,5,7,0.37561318729258997,5,7,0.0003823155292514979,5,7,5,3,0.04791441175095168,5,7
chest_hosp/train/1/CX-1-3685.jpeg_000,0,0.4238738748935704,0,0,0.6388232710532882,0,0,1.9974364553408448,0,0,0,0,0.28699986833883195,0,0
chest_hosp/train/1/CX-1-3685.jpeg_001,1,0.0043877064241667485,5,7,0.289352484373834,5,7,0.0005129719470845506,5,7,5,3,0.12022302825367914,5,7
chest_hosp/train/1/CX-1-3686.jpeg_000,0,0.5240170221078788,0,0,0.6297089105497864,0,0,1.995708478723517,0,0,0,0,0.2705406639031711,0,0
chest_hosp/train/1/CX-1-3686.jpeg_001,1,0.00029252437711579926,5,7,0.0824570280346435,5,7,6.0201162226491967e-05,5,7,5,3,0.03590521696672677,5,7
chest_hosp/train/1/CX-1-3687.jpeg_000,0,0.5274387238938445,0,0,0.6760683818373006,0,0,1.9944040340783764,0,0,0,0,0.2520579262105245,0,0
chest_hosp/train/1/CX-1-3687.jpeg_001,1,0.0003940769835725222,5,7,0.11502899473455486,5,7,2.3993485765982925e-06,5,7,5,3,0.03391012605199917,5,7
chest_hosp/train/1/CX-1-3688.jpeg_000,0,0.31254651922922005,0,1,0.6224611009087648,0,0,1.996910354181272,0,0,0,0,0.2532942000310614,0,0
chest_hosp/train/1/CX-1-3688.jpeg_001,1,0.028119510481701582,5,6,0.4428620890631946,5,7,0.00031303406055527283,5,7,5,3,0.0580604909454685,5,7
chest_hosp/train/1/CX-1-3689.jpeg_000,0,0.5063381687781588,0,0,0.7548195569222557,0,0,1.997137334509937,0,0,0,0,0.30364201110873656,0,0
chest_hosp/train/1/CX-1-3689.jpeg_001,1,7.897745173290893e-06,5,7,0.21365319017322393,5,7,0.00039104409137569185,5,7,5,3,0.06309258590839595,5,7
chest_hosp/train/1/CX-1-3690.jpeg_000,0,0.25689090886566124,3,4,0.6589878778340954,1,1,1.9989086067207893,0,0,0,0,0.27978151398936446,0,0
chest_hosp/train/1/CX-1-3690.jpeg_001,1,0.04996079860530411,2,3,0.5406516933624246,4,6,0.0016198573840519037,5,7,5,3,0.11046119277776156,5,7
chest_hosp/train/1/CX-1-3691.jpeg_000,0,0.5126403618376496,0,0,0.7488914571538661,0,0,1.9936480230774252,0,0,0,0,0.21969774473321202,0,0
chest_hosp/train/1/CX-1-3691.jpeg_001,1,6.279056898661484e-05,5,7,0.12151420176158445,5,7,4.159452713570211e-05,5,7,5,3,0.0217910626824106,5,7
chest_hosp/train/1/CX-1-3692.jpeg_000,0,0.4574409976441728,0,2,0.6991897567090906,0,0,1.9951498882959464,0,0,0,0,0.22832203158007225,0,0
chest_hosp/train/1/CX-1-3692.jpeg_001,1,0.0014153559426119955,5,5,0.2066112905766052,5,7,1.3113147833032635e-05,5,7,5,3,0.09091684128516042,5,7
chest_hosp/train/1/CX-1-3693.jpeg_000,0,0.41397777690115534,2,3,0.505631145381744,0,0,1.9942207128233864,0,0,0,0,0.21966798466984128,0,0
chest_hosp/train/1/CX-1-3693.jpeg_001,1,0.005599127879644006,3,4,0.328791589847077,5,7,7.65157201454425e-06,5,7,5,3,0.021265183481212313,5,7
chest_hosp/train/1/CX-1-3694.jpeg_000,0,0.5220020307861779,0,0,0.7579792488859376,0,0,1.993619488699521,0,0,0,0,0.25086528524553575,0,0
chest_hosp/train/1/CX-1-3694.jpeg_001,1,0.00023970264709183287,5,7,0.0924179334219496,5,7,4.393671307556524e-05,5,7,5,3,0.02999540661654676,5,7
chest_hosp/train/1/CX-1-3695.jpeg_000,0,0.524370282799638,2,2,0.7115113344051542,0,0,1.9980767811059774,0,0,0,0,0.2540886725024142,0,0
chest_hosp/train/1/CX-1-3695.jpeg_001,1,0.0003023190304145551,3,5,0.11097651227267258,5,7,0.0008660341779279657,5,7,5,3,0.06298330109364658,5,7
chest_hosp/train/1/CX-1-3696.jpeg_000,0,0.4318274933349764,2,2,0.47671003170212956,0,0,1.9937182609808357,0,0,0,0,0.2324383003649354,0,0
chest_hosp/train/1/CX-1-3696.jpeg_001,1,0.003527067118609617,3,5,0.29428233896338307,5,7,3.608187014614295e-05,5,7,5,3,0.01682011175619047,5,7
chest_hosp/train/1/CX-1-3697.jpeg_000,0,0.43047682961060885,2,4,0.5784136098778567,1,1,1.9926982896777385,0,0,0,0,0.197176372110636,0,0
chest_hosp/train/1/CX-1-3697.jpeg_001,1,0.0036662206493460747,3,3,0.313690769808872,4,6,0.00014908019040460463,5,7,5,3,0.14549697518956606,5,7
chest_hosp/train/1/CX-1-3698.jpeg_000,0,0.37629881447662994,3,5,0.5354909381452264,0,0,1.9975727106279861,0,0,0,0,0.2986455323870436,0,0
chest_hosp/train/1/CX-1-3698.jpeg_001,1,0.011712040307636062,2,2,0.3381347584786736,5,7,0.0005766472416046664,5,7,5,3,0.13713477902581817,5,7
chest_hosp/train/1/CX-1-3699.jpeg_000,0,0.5322722756137364,0,0,0.46753475557289137,0,0,1.9974714351904561,0,0,0,0,0.3577271784803384,0,0
chest_hosp/train/1/CX-1-3699.jpeg_001,1,0.0005628011921147147,5,7,0.1972046055206378,5,7,0.0005288013949878989,5,7,5,3,0.14240238219521695,5,7
chest_hosp/train/1/CX-1-3700.jpeg_000,0,0.5401721415049974,1,1,0.3416656599758907,0,0,0.004159986879366806,2,2,2,1,0.1346017044018586,0,0
chest_hosp/train/1/CX-1-3700.jpeg_001,1,0.0009016486930103484,4,6,0.2347686272273365,5,7,1.9810677635703655,3,5,3,2,0.1463075121620473,5,7
chest_hosp/train/1/CX-1-3701.jpeg_000,0,0.5145109609019665,0,1,0.611937098815916,0,0,1.9965087295783244,0,0,0,0,0.30253509684212887,0,0
chest_hosp/train/1/CX-1-3701.jpeg_001,1,8.9074036452641e-05,5,6,0.13996354826598778,5,7,0.0002012913554788609,5,7,5,3,0.07327830223829668,5,7
chest_hosp/train/1/CX-1-3702.jpeg_000,0,0.5114629261027523,1,2,0.6904917662309658,0,0,1.9923724805773917,0,0,0,0,0.2441242591184828,0,0
chest_hosp/train/1/CX-1-3702.jpeg_001,1,4.8584136997598115e-05,4,5,0.13049408452153977,5,7,0.0001987793109899938,5,7,5,3,0.02173675776600903,5,7
chest_hosp/train/1/CX-1-3703.jpeg_000,0,0.506921413042011,0,0,0.5798171483758976,0,0,1.9963889136905448,0,0,0,0,0.25598499356108717,0,0
chest_hosp/train/1/CX-1-3703.jpeg_001,1,1.07874895817206e-05,5,7,0.12331328456607005,5,7,0.00017375274347386505,5,7,5,3,0.02647911784740431,5,7
chest_hosp/train/1/CX-1-3704.jpeg_000,0,0.534551415619339,0,0,0.7984163581910094,0,0,1.9951498567580395,0,0,0,0,0.25853846343493425,0,0
chest_hosp/train/1/CX-1-3704.jpeg_001,1,0.0006525597388991056,5,7,0.12214192682906044,5,7,1.311150602656408e-05,5,7,5,3,0.03327065140816765,5,7
chest_hosp/train/1/CX-1-3705.jpeg_000,0,0.5408828887917736,0,0,0.7428482091459037,0,0,1.995928618860869,0,0,0,0,0.2711138579896444,0,0
chest_hosp/train/1/CX-1-3705.jpeg_001,1,0.0009359423756416518,5,7,0.297637862966615,5,7,8.95487408971718e-05,5,7,5,3,0.0713863239227619,5,7
chest_hosp/train/1/CX-1-3706.jpeg_000,0,0.4082823788742037,3,3,0.6875840524625731,0,0,1.9872036219363474,0,0,0,0,0.21252524720426436,0,0
chest_hosp/train/1/CX-1-3706.jpeg_001,1,0.006368473094673033,2,4,0.556223994248093,5,7,0.0015955716122967312,5,7,5,3,0.04497693497083277,5,7
chest_hosp/train/1/CX-1-3707.jpeg_000,0,0.4925480579976079,0,1,0.5916349729132496,0,0,1.996702833491547,0,0,0,0,0.3012350456774916,0,0
chest_hosp/train/1/CX-1-3707.jpeg_001,1,7.146431334759118e-05,5,6,0.20072428858547653,5,7,0.00025138274379243875,5,7,5,3,0.06200938887412599,5,7
chest_hosp/train/1/CX-1-3708.jpeg_000,0,0.501439619370639,0,0,0.8029508321806497,0,0,1.9910800396856834,0,0,0,0,0.25158774042992105,0,0
chest_hosp/train/1/CX-1-3708.jpeg_001,1,1.3902185697078906e-06,5,7,0.10431218456125646,5,7,0.0004504138724092943,5,7,5,3,0.03282381538738233,5,7
chest_hosp/train/1/CX-1-3709.jpeg_000,0,0.47992180774468796,0,0,0.35478134919856896,3,4,1.9973269925047936,0,0,0,0,0.23242381637095255,0,0
chest_hosp/train/1/CX-1-3709.jpeg_001,1,0.00035569583832362195,5,7,0.44006602152416496,2,3,0.00046563757353978996,5,7,5,3,0.1012967111373888,5,7
chest_hosp/train/1/CX-1-3710.jpeg_000,0,0.4589376618435719,0,0,0.6747454669667703,0,0,1.9896849510416086,0,0,0,0,0.23773131810408799,0,0
chest_hosp/train/1/CX-1-3710.jpeg_001,1,0.001322232486178021,5,7,0.24272407631294923,5,7,0.0008040911212494617,5,7,5,3,0.035296855809951344,5,7
chest_hosp/train/1/CX-1-3711.jpeg_000,0,0.4226201007661926,1,1,0.6530247938730132,0,0,1.9987384822705958,0,0,0,0,0.32656024708445053,0,0
chest_hosp/train/1/CX-1-3711.jpeg_001,1,0.004532493184721487,4,6,0.24828134385746203,5,7,0.0014262751458268275,5,7,5,3,0.1507017434633745,5,7
chest_hosp/train/1/CX-1-3712.jpeg_000,0,0.47944145668596916,0,0,0.6571710332147568,0,0,1.9983839065270739,0,0,0,0,0.3196400533224125,0,0
chest_hosp/train/1/CX-1-3712.jpeg_001,1,0.00037085534171221735,5,7,0.14550323960701173,5,7,0.0010944871959001068,5,7,5,3,0.10208326322732653,5,7
chest_hosp/train/1/CX-1-3713.jpeg_000,0,0.49405981560683954,1,2,0.6481645468923242,0,0,1.9918651697426362,0,0,0,0,0.23662639331212598,0,0
chest_hosp/train/1/CX-1-3713.jpeg_001,1,5.203812968679333e-05,4,5,0.18650301454278706,5,7,0.00028770969928848533,5,7,5,3,0.035871240813288074,5,7
chest_hosp/train/1/CX-1-3714.jpeg_000,0,0.34232537935497087,3,4,0.6704663714296453,0,0,1.995769599367092,0,0,0,0,0.2518593262175848,0,0
chest_hosp/train/1/CX-1-3714.jpeg_001,1,1.3266896131799362,2,3,0.6815814813002372,5,7,6.769350764768145e-05,5,7,5,3,0.07324987544387052,5,7
chest_hosp/train/1/CX-1-3715.jpeg_000,0,0.5023035351996286,2,2,0.6873809563501029,0,0,1.9982593262697301,0,0,0,0,0.2525740475931407,0,0
chest_hosp/train/1/CX-1-3715.jpeg_001,1,2.2521468023839475e-07,3,5,0.18603572768190157,5,7,0.00099616469927033,5,7,5,3,0.08560887391065375,5,7
chest_hosp/train/1/CX-1-3716.jpeg_000,0,0.5190441279842581,0,0,0.7939569672362415,0,0,1.9975858041235248,0,0,0,0,0.2942865896473751,0,0
chest_hosp/train/1/CX-1-3716.jpeg_001,1,0.00017158550099882763,5,7,0.18640114175188383,5,7,0.0005830584360652091,5,7,5,3,0.06051186124632235,5,7
chest_hosp/train/1/CX-1-3717.jpeg_000,0,0.5282501988172763,0,0,0.8105317291766791,0,0,1.991902651813643,0,0,0,0,0.24173498111905745,0,0
chest_hosp/train/1/CX-1-3717.jpeg_001,1,0.00042034143916724886,5,7,0.10158852041931765,5,7,0.00028068216104160104,5,7,5,3,0.02885501318629724,5,7
chest_hosp/train/1/CX-1-3718.jpeg_000,0,0.4885329052749573,0,0,0.6054457552982951,0,0,1.9991146920423954,0,0,0,0,0.2422195047313489,0,0
chest_hosp/train/1/CX-1-3718.jpeg_001,1,0.00013813319524513812,5,7,0.15321535376860973,5,7,0.0018947683928075554,5,7,5,3,0.11958404360059993,5,7
chest_hosp/train/1/CX-1-3719.jpeg_000,0,0.5070598252231721,0,0,0.6891689210818207,0,0,1.993861906450245,0,0,0,0,0.21975463387414262,0,0
chest_hosp/train/1/CX-1-3719.jpeg_001,1,1.1539097757862216e-05,5,7,0.11757785191889947,5,7,2.594854172144334e-05,5,7,5,3,0.015572673297599815,5,7
chest_hosp/train/1/CX-1-3720.jpeg_000,0,0.5224648826636571,0,0,0.7963130516688832,0,0,1.9953186639201088,0,0,0,0,0.24012755718527312,0,0
chest_hosp/train/1/CX-1-3720.jpeg_001,1,0.0002513767982724735,5,7,0.36214731936332134,5,7,2.347513877853924e-05,5,7,5,3,0.016904236092108338,5,7
chest_hosp/train/1/CX-1-3721.jpeg_000,0,0.4853117307271102,0,0,0.7197604387372474,0,0,1.993891574391386,0,0,0,0,0.2508887065608556,0,0
chest_hosp/train/1/CX-1-3721.jpeg_001,1,0.00020754775303222228,5,7,0.15757413632321915,5,7,2.4050322766977494e-05,5,7,5,3,0.03596911076262477,5,7
chest_hosp/train/1/CX-1-3722.jpeg_000,0,0.49651280006958975,2,2,0.7307652323528226,0,0,1.9911427023418948,0,0,0,0,0.22113680369344524,0,0
chest_hosp/train/1/CX-1-3722.jpeg_001,1,2.7087413148274564e-05,3,5,0.23601645274609828,5,7,0.0004363890894109046,5,7,5,3,0.02809640378595768,5,7
chest_hosp/train/1/CX-1-3723.jpeg_000,0,0.3672247419222754,4,5,0.5243749064055632,0,1,1.9917250159568134,0,0,0,0,0.1879576488063508,0,0
chest_hosp/train/1/CX-1-3723.jpeg_001,1,0.013559029747843732,1,2,0.44212637252453335,5,6,0.00031460778152847535,5,7,5,3,0.0925110288985066,5,7
chest_hosp/train/1/CX-1-3724.jpeg_000,0,0.44597049690966006,1,1,0.6570317977780075,0,0,1.9983333452879575,0,0,0,0,0.2763852145028117,0,0
chest_hosp/train/1/CX-1-3724.jpeg_001,1,0.0022387737435433097,4,6,0.2334561022389653,5,7,0.0010535820549243402,5,7,5,3,0.1281525872945748,5,7
chest_hosp/train/1/CX-1-3725.jpeg_000,0,0.4822112046191336,1,2,0.7173373736393088,0,0,1.9962900154961267,0,0,0,0,0.27141359836050827,0,0
chest_hosp/train/1/CX-1-3725.jpeg_001,1,0.00028785367275652174,4,5,0.3503229021115122,5,7,0.0001528558248634626,5,7,5,3,0.05232028832226643,5,7
chest_hosp/train/1/CX-1-3726.jpeg_000,0,0.5110684688749876,0,0,0.7916343260927291,0,0,1.996422146524953,0,0,0,0,0.2526914213759933,0,0
chest_hosp/train/1/CX-1-3726.jpeg_001,1,4.4229526435124455e-05,5,7,0.16170662314017537,5,7,0.00018114256684731433,5,7,5,3,0.039478455904383924,5,7
chest_hosp/train/1/CX-1-3727.jpeg_000,0,0.398018153508773,3,4,0.6391532818693851,0,0,1.9964356425741947,0,0,0,0,0.24526760534642622,0,0
chest_hosp/train/1/CX-1-3727.jpeg_001,1,0.00789122065396275,2,3,0.383805273626457,5,7,0.00018419751340503776,5,7,5,3,0.035342712692702616,5,7
chest_hosp/train/1/CX-1-3728.jpeg_000,0,0.5190085275553986,0,0,0.709081569136173,0,0,1.9933679275519176,0,0,0,0,0.23277997033517606,0,0
chest_hosp/train/1/CX-1-3728.jpeg_001,1,0.00017083414224450255,5,7,0.15145659653319976,5,7,6.708318996861973e-05,5,7,5,3,0.032991440238348546,5,7
chest_hosp/train/1/CX-1-3729.jpeg_000,0,0.5401282212611612,2,2,0.5233121369336812,0,0,1.9968009375273146,0,0,0,0,0.29611474844145746,0,0
chest_hosp/train/1/CX-1-3729.jpeg_001,1,0.0008995500608141027,3,5,0.16069074970069008,5,7,0.00027943804117991355,5,7,5,3,0.07311537437024618,5,7
chest_hosp/train/1/CX-1-3730.jpeg_000,0,0.3731824488368556,4,5,0.5895508898528053,0,0,1.9965589919654811,0,0,0,0,0.2867623487560358,0,0
chest_hosp/train/1/CX-1-3730.jpeg_001,1,0.01232928448702475,1,2,0.4188287189111066,5,7,0.00021359629792327972,5,7,5,3,0.08631771989187553,5,7
chest_hosp/train/1/CX-1-3731.jpeg_000,0,0.5359880313814636,0,0,0.49548301219746527,0,0,1.9987192501088797,0,0,0,0,0.33088523677173876,0,0
chest_hosp/train/1/CX-1-3731.jpeg_001,1,0.0007124793968884546,5,7,0.20198270170278676,5,7,0.001405976458670577,5,7,5,3,0.11205495526880493,5,7
chest_hosp/train/1/CX-1-3732.jpeg_000,0,0.5304848191187242,0,0,0.7253071184411328,0,0,1.99348552048147,0,0,0,0,0.24425342077541268,0,0
chest_hosp/train/1/CX-1-3732.jpeg_001,1,0.0004969720960940061,5,7,0.12411831611427404,5,7,5.571186145447715e-05,5,7,5,3,0.026266873437138405,5,7
chest_hosp/train/1/CX-1-3733.jpeg_000,0,0.46268152677890273,1,1,0.7427071639059046,0,0,1.979665509057425,0,0,0,0,0.22857195879443737,0,0
chest_hosp/train/1/CX-1-3733.jpeg_001,1,0.0011035731340078847,4,6,0.23705861680594364,5,7,0.004833258835049148,5,7,5,3,0.053907580758523865,5,7
chest_hosp/train/1/CX-1-3734.jpeg_000,0,0.5332608818399039,0,0,0.6387582764351993,0,0,1.9914869175006085,0,0,0,0,0.22710146389182695,0,0
chest_hosp/train/1/CX-1-3734.jpeg_001,1,0.0006009350801984281,5,7,0.1811178303791584,5,7,0.0003624926401074591,5,7,5,3,0.02945380790870189,5,7
chest_hosp/train/1/CX-1-3735.jpeg_000,0,0.5397064840923598,0,0,0.7488787656264491,0,0,1.99267955148674,0,0,0,0,0.23759719410003843,0,0
chest_hosp/train/1/CX-1-3735.jpeg_001,1,0.0008795199862626779,5,7,0.12393878536971847,5,7,0.00015177280213252153,5,7,5,3,0.02365046653174352,5,7
chest_hosp/train/1/CX-1-3736.jpeg_000,0,0.49925454408211967,1,1,0.6602916414079174,0,0,1.983980735647096,0,0,0,0,0.22300753962951458,0,0
chest_hosp/train/1/CX-1-3736.jpeg_001,1,8.777995318842713e-06,4,6,0.2648310264561451,5,7,0.002854973223396784,5,7,5,3,0.046875991036427145,5,7
chest_hosp/train/1/CX-1-3737.jpeg_000,0,0.48125225003971794,2,2,0.6552973346629806,0,0,1.992828388783622,0,0,0,0,0.251254301120617,0,0
chest_hosp/train/1/CX-1-3737.jpeg_001,1,0.0003153845291129498,3,5,0.426764670772805,5,7,0.00013096055293837505,5,7,5,3,0.08233002588539229,5,7
chest_hosp/train/1/CX-1-3738.jpeg_000,0,0.06248597787124188,5,7,0.7419243578991173,0,0,1.9980632561213594,0,0,0,0,0.25752516707173345,0,0
chest_hosp/train/1/CX-1-3738.jpeg_001,1,0.23203957492844662,0,0,0.5935874050261847,5,7,0.000856995459521448,5,7,5,3,0.12592094965092038,5,7
chest_hosp/train/1/CX-1-3739.jpeg_000,0,0.5339521654009525,0,0,0.6885170835093863,0,0,1.9970865346827527,0,0,0,0,0.26733878153143975,0,0
chest_hosp/train/1/CX-1-3739.jpeg_001,1,0.0006283286899116947,5,7,0.13316638871426778,5,7,0.00037256317584555276,5,7,5,3,0.048588463022202655,5,7
chest_hosp/train/1/CX-1-3740.jpeg_000,0,0.5287842679739211,0,0,0.7273264254040094,0,0,1.994146540031593,0,0,0,0,0.2439907212267387,0,0
chest_hosp/train/1/CX-1-3740.jpeg_001,1,0.0004380821646502442,5,7,0.08089080348091493,5,7,1.0582918814172615e-05,5,7,5,3,0.0208287843210746,5,7
chest_hosp/train/1/CX-1-3741.jpeg_000,0,0.43448961558143906,0,1,0.6250409401173734,0,0,1.9967133326944646,0,0,0,0,0.22166031087013938,0,0
chest_hosp/train/1/CX-1-3741.jpeg_001,1,0.003261106796707769,5,6,0.21566613884057217,5,7,0.00025429468282078815,5,7,5,3,0.16009971561778036,5,7
chest_hosp/train/1/CX-1-3742.jpeg_000,0,0.42592916038181206,0,0,0.8722426973933568,0,0,1.99142045280986,0,0,0,0,0.2188004635173989,0,0
chest_hosp/train/1/CX-1-3742.jpeg_001,1,0.004155760232899874,5,7,0.430336274439006,5,7,0.00037633884570775766,5,7,5,3,0.049736892217277395,5,7
chest_hosp/train/1/CX-1-3743.jpeg_000,0,0.49679337857640626,0,0,0.7044488579476393,0,0,1.9973891245850606,0,0,0,0,0.24981527279741966,0,0
chest_hosp/train/1/CX-1-3743.jpeg_001,1,2.4750151863872638e-05,5,7,0.15027352357307167,5,7,0.0004921020996304648,5,7,5,3,0.04775869579880809,5,7
chest_hosp/train/1/CX-1-3744.jpeg_000,0,0.3810479704061459,0,1,0.5369770900029938,0,0,1.9971025675047112,0,0,0,0,0.2969519012847691,0,0
chest_hosp/train/1/CX-1-3744.jpeg_001,1,0.010805273973969687,5,6,0.34909260206722403,5,7,0.00037833017127342217,5,7,5,3,0.05457257830924933,5,7
chest_hosp/train/1/CX-1-3745.jpeg_000,0,0.5432298352815168,0,0,0.4959615966533577,0,0,1.9966659373878843,0,0,0,0,0.2808666071937388,0,0
chest_hosp/train/1/CX-1-3745.jpeg_001,1,0.0010536193227085322,5,7,0.2036284476383594,5,7,0.00024131834554130815,5,7,5,3,0.10021812848580147,5,7
chest_hosp/train/1/CX-1-3746.jpeg_000,0,0.4430954524172952,2,2,0.8471937900819151,0,0,1.9903809841032034,0,0,0,0,0.22382344679848587,0,0
chest_hosp/train/1/CX-1-3746.jpeg_001,1,0.002475964609556347,3,5,0.26950529018997327,5,7,0.0006181167681833521,5,7,5,3,0.028886469141133908,5,7
chest_hosp/train/1/CX-1-3747.jpeg_000,0,0.4192408249065518,0,1,0.5557534347999062,0,0,1.997563273478589,0,0,0,0,0.26651746539389154,0,0
chest_hosp/train/1/CX-1-3747.jpeg_001,1,0.004935236952676392,5,6,0.30711956018530107,5,7,0.0005720589711973867,5,7,5,3,0.13206318545083207,5,7
chest_hosp/train/1/CX-1-3748.jpeg_000,0,0.5019071804875289,0,0,0.6904496042187782,0,0,1.9964707226089922,0,0,0,0,0.22857950375667047,0,0
chest_hosp/train/1/CX-1-3748.jpeg_001,1,6.363856080993102e-07,5,7,0.23740347036599618,5,7,0.00019228548371219567,5,7,5,3,0.05566692942666862,5,7
chest_hosp/train/1/CX-1-3749.jpeg_000,0,0.46045413889628684,0,0,0.724498833736124,0,0,1.9953977939299592,0,0,0,0,0.21081620785818445,0,0
chest_hosp/train/1/CX-1-3749.jpeg_001,1,0.0012312091516158974,5,7,0.3457387812148244,5,7,2.9447063934373574e-05,5,7,5,3,0.06344607378474731,5,7
chest_hosp/train/1/CX-1-3750.jpeg_000,0,0.5190636875588257,0,0,0.7666100318374675,0,0,1.992521763416926,0,0,0,0,0.22056588561214396,0,0
chest_hosp/train/1/CX-1-3750.jpeg_001,1,0.00017199900679543134,5,7,0.11602406024016243,5,7,0.00017525662625816896,5,7,5,3,0.012018518419663615,5,7
chest_hosp/train/1/CX-1-3751.jpeg_000,0,0.46103074053706217,0,0,0.6338044989232959,0,0,1.9966496165780359,0,0,0,0,0.2605205663132699,0,0
chest_hosp/train/1/CX-1-3751.jpeg_001,1,0.0011974777376508872,5,7,0.1970379257144007,5,7,0.00023694939080287636,5,7,5,3,0.051768567953925704,5,7
